# model\tdigest\tsize_bytes\taliases_excluded
foundation-sec:8b-reasoning-q8	351b8a598d876204ce00aa4b9caae2c3e210100dd2b9fbcc48f7f9fc3ced55a5	8540949336	hf.co/fdtn-ai/Foundation-Sec-8B-Reasoning-Q8_0-GGUF:Q8_0
devstral:24b	9bd74193e93935e9d8564d88607b220a9d341c4a36b748cffcbd9ad4f47a9ca9	14333928046	
devstral-small-2:24b	24277f07f62db8f9cb68e9dfc679ea1818a7fbac47a50eff0a701d3f645b63c8	15177374099	devstral-small-2:latest
granite4.1:30b	3f3e5df8a021439fd6f867a0e526bdc303cac79c811201cb6bac193298cb9fcd	17490259354	
qwen3.8:27b	22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643	17741872154	
glm-4.7-flash:q4_K_M	4475827791a269b02c8ec49b1c3bc1abb5846bacf3fae015b75d33986322d8f6	19019270897	glm-4.7-flash:latest
muse-glimmer:30b-q4_K_M-dflash	da643f4663abaffc3433eea46aced77fbc5859189fcc79dcfca01c24aafdecd8	19788215642	
gemma4:31b	6316f0629137b426c9d9b853ffc4c8209589f30ee39aebede6285096c0ff47e7	19868981791	
ornith:35b	5a470e0f652cac9b5a375fd58d67831d48be07a1cc4ed3f7250ca4875b3226d8	21166759599	
qwen3.6:35b	07d35212591fc27746f0a317c975a6d68754fb38e9053d82e25f06057af28522	23938333577	
nemotron-3.5-lightning:latest	e7a64ff15fb174c42b4f463e5c888c4f2c7b9cabf9e8d65a1c0874405426c1b2	25430749387	
qwen3.6:27b-q8_0	cd0210c667bffa98ad702668d05fda1f340bcbb0a2c769bd389670d19ad1441b	29970392417	
huihui_ai/Qwen3.6-abliterated:27b-q8_0	1fe333161e8e50d0f378679ae09509a3a28c601682bf178e32541cf403b9d25b	29970392483	
qwen3.8:27b-mtp-q8_0	8a15828773037bdbb79b103ca20344c67a05251521b918a534c135ca76f1f04d	29978242072	
glm-4.7-flash:Q8_0	4420340fd3190fc6f5da59d85aeff8e74c8c401679b067c5d00df16efb98104d	31843415736	
deepseek-r1:32b-qwen-distill-q8_0	b177522350a4e9ddae851d8e6f3b54f9925de51357404047831a67e41dbaf343	34820886607	
deepseek-llm:67b	52e3a994907eee0d4bebf0c540cf17cf5988e9130641becdcfb826521141cfaf	38152645370	
huihui_ai/Qwen3.6-abliterated:35b-a3b-q8_0	1689b3b50a4662b4b648d33b3ca32e684b5cb6a131939035a8eb996449ca97bf	38696967113	
hermes3:70b	60ef54cd913fad018b3eecc7097ca9d861fcde7b2891e9beef2cf8d046a666d6	39969747239	
llama3.1:70b	711a9e8463afd8edd580debd3b5c521521ebe55ba95bb80d576f4149969e07c6	42520412561	
llama3.3:70b	a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa	42520413916	
qwen3-coder-next:latest	ca06e9e4087c714d44355bf954099187890e63084b4a632b8e9956c4b9492074	51741611823	
qwen3.8:27b-mtp-bf16	197257101a8c1b63edbaba1cf030f60396b15d11a604b29806546b837b3b5e57	55588891672	
glm-4.7-flash:bf16	b0f42cc1a61283c9173423ba0a0f4fb7b6b5cc8d520a09037d28e0956eb24f34	59909453495	
gpt-oss:120b	a951a23b46a1f6093dafee2ea481d634b4e31ac720a8a16f3f91e04f5a40ecd9	65369818941	
llama4:16x17b	bf31604e25c25d964e250bcf28a82bfbdbe88af5f236257fabb27629bb24c7f3	67436862523	
devstral-2:123b	524a6607f0f50e33b7d3a3a7ecff4f6892c0586faa0920084392bdc79951e6c7	74897651260	
mistral-medium-3.5:128b-q4_K_M	0341632adb051badc332bd814779ab931ab78619750bebe3b7c7b1401e9d70df	80241475099	
qwen3.5:122b	8b9d11d807c57feb1e2ecb0d6cbf40334c37dcc3523bed5540af4f927f112a37	81370036360	
nemotron-3-super:120b	95acc78b3ffdf21e34b4182a08e1b06c49b5966b6821ccabd359f0ece770aa8d	86827834104	
