run_id,harness,harness_version,model_runner,benchmark_profile,grading_profile,model,model_digest,task_id,task_name,category,status,verdict,grader_type,grader_tests_passed,grader_tests_total,grader_error,wall_seconds,exit_code,timed_out,response_chars,response_sha256,max_gpu_temp_c,max_host_temp_c,max_host_memory_used_bytes,max_host_memory_pct,max_gpu_usage_pct,sample_count,response_preview,error
20260828_084326,direct-openai-compatible,"version: 0.3.0-dev (build 1, commit f5e85d4)",llama.cpp,core-text-17-v1,behavioral-v1,qwen3.8-flash-next:ud-iq3-xxs,dc7bed4ec0c32e0db749e93582a899ee9abbc6adef29c5bf20e587d7a7fa79ec,exact_reply,Exact reply smoke test,smoke_instruction,ok,pass,exact_text,1,1,,0.759,0,false,8,07787e1330abcd0cd480d01b2c518615f9b01c1d3e0f29a88de2b1493b5cb7bd,47.0,48.8,89175773184,68.249,0.0,1,BENCH_OK,
20260828_084326,direct-openai-compatible,"version: 0.3.0-dev (build 1, commit f5e85d4)",llama.cpp,core-text-17-v1,behavioral-v1,qwen3.8-flash-next:ud-iq3-xxs,dc7bed4ec0c32e0db749e93582a899ee9abbc6adef29c5bf20e587d7a7fa79ec,simple_reasoning,Short reasoning answer,smoke_reasoning,ok,pass,final_answer,1,1,,2.135,0,false,128,331339baefd73a78f46f5db3db8320854a827630ceb729b685d62f96130750d8,55.0,57.3,89512927232,68.507,95.0,2,"If 25% of the 120 alerts are false positives, then 75% remain for investigation. Calculation: $120 \times 0.75 = 90$ FINAL: 90",
20260828_084326,direct-openai-compatible,"version: 0.3.0-dev (build 1, commit f5e85d4)",llama.cpp,core-text-17-v1,behavioral-v1,qwen3.8-flash-next:ud-iq3-xxs,dc7bed4ec0c32e0db749e93582a899ee9abbc6adef29c5bf20e587d7a7fa79ec,coding_micro,Micro coding task,smoke_coding,ok,content_mismatch,python_behavior,23,25,case 19 raised ValueError: invalid literal for int() with base 10: ''; case 25 raised ValueError: invalid literal for int() with base 10: 'a',4.509,0,false,346,8b7b2e352d218b686ef642aec2e09981f51df7a421cf823b5cb4f7c2c301a8e9,53.0,60.6,89816997888,68.739,95.0,4,"```python def is_private_ipv4(ip): parts = list(map(int, ip.split('.'))) if len(parts) != 4 or any(p < 0 or p > 255 for p in parts): return False a, b, c, d = parts if a == 10: return True if a == 172 and 16 <= b <= 31: return True if a == 192 and b == 168: return True return False ```",
20260828_084326,direct-openai-compatible,"version: 0.3.0-dev (build 1, commit f5e85d4)",llama.cpp,core-text-17-v1,behavioral-v1,qwen3.8-flash-next:ud-iq3-xxs,dc7bed4ec0c32e0db749e93582a899ee9abbc6adef29c5bf20e587d7a7fa79ec,ifeval_exact,Exact constrained reply,instruction_following,ok,pass,exact_text,1,1,,0.441,0,false,14,b7d9991099f836ebb47722858371a8fb2dc7c662502706b44137d4fbef2b7d6a,53.0,60.1,90053181440,68.92,94.0,1,LOCAL_BENCH_OK,
20260828_084326,direct-openai-compatible,"version: 0.3.0-dev (build 1, commit f5e85d4)",llama.cpp,core-text-17-v1,behavioral-v1,qwen3.8-flash-next:ud-iq3-xxs,dc7bed4ec0c32e0db749e93582a899ee9abbc6adef29c5bf20e587d7a7fa79ec,ifeval_json,Valid JSON with required fields,instruction_following,ok,pass,json_exact,1,1,,0.659,0,false,28,5da37e688bcffc6533fea4ce416cf952954da63492105fcb07b648a6cc20d7b1,54.0,60.3,90291482624,69.103,95.0,1,"{""verdict"":""pass"",""count"":3}",
20260828_084326,direct-openai-compatible,"version: 0.3.0-dev (build 1, commit f5e85d4)",llama.cpp,core-text-17-v1,behavioral-v1,qwen3.8-flash-next:ud-iq3-xxs,dc7bed4ec0c32e0db749e93582a899ee9abbc6adef29c5bf20e587d7a7fa79ec,gsm8k_mini,Grade-school math reasoning,math_reasoning,ok,pass,final_answer,1,1,,5.648,0,false,512,b4dca21b94477560e9ca16539d093bfee173660e64b91c43ef663854d79b4401,55.0,58.6,90510131200,69.27,95.0,5,"To determine the number of remaining alerts, we first calculate the number of false positives. 1. **Calculate false positives:** There are 120 total alerts, and 25% are false positives. $$ 120 \times 0.25 = 30 $$ So, there are 30 false positive alerts. 2. **Calculate remaining alerts:** Subtract the",
20260828_084326,direct-openai-compatible,"version: 0.3.0-dev (build 1, commit f5e85d4)",llama.cpp,core-text-17-v1,behavioral-v1,qwen3.8-flash-next:ud-iq3-xxs,dc7bed4ec0c32e0db749e93582a899ee9abbc6adef29c5bf20e587d7a7fa79ec,math500_mini,Algebra reasoning,math_reasoning,ok,pass,final_answer,1,1,,7.121,0,false,476,d2823a548bf0285833f008ab15440a158206b31b4dd2411cbc0f2e04fd3650b2,56.0,59.9,90777124864,69.474,95.0,7,"To solve for $x$ in the equation $3(x - 2) + 4 = 19$, follow these steps: 1. **Distribute** the 3 into the parentheses: $$3 \cdot x - 3 \cdot 2 + 4 = 19$$ $$3x - 6 + 4 = 19$$ 2. **Combine like terms** on the left side ($-6 + 4$): $$3x - 2 = 19$$ 3. **Isolate the term with $x$** by adding 2 to both s",
20260828_084326,direct-openai-compatible,"version: 0.3.0-dev (build 1, commit f5e85d4)",llama.cpp,core-text-17-v1,behavioral-v1,qwen3.8-flash-next:ud-iq3-xxs,dc7bed4ec0c32e0db749e93582a899ee9abbc6adef29c5bf20e587d7a7fa79ec,mmlu_pro_security,Security knowledge MCQ,knowledge,ok,pass,final_answer,1,1,,0.473,0,false,8,0f4007a7c8c8760f3b9e008462bdfb2fa14635087113cebcd6e7d116fed879e0,56.0,60.2,91013275648,69.655,95.0,1,FINAL: B,
20260828_084326,direct-openai-compatible,"version: 0.3.0-dev (build 1, commit f5e85d4)",llama.cpp,core-text-17-v1,behavioral-v1,qwen3.8-flash-next:ud-iq3-xxs,dc7bed4ec0c32e0db749e93582a899ee9abbc6adef29c5bf20e587d7a7fa79ec,arc_challenge_mini,Science reasoning MCQ,science_reasoning,ok,pass,final_answer,1,1,,0.484,0,false,8,0f4007a7c8c8760f3b9e008462bdfb2fa14635087113cebcd6e7d116fed879e0,,,,,,0,FINAL: B,
20260828_084326,direct-openai-compatible,"version: 0.3.0-dev (build 1, commit f5e85d4)",llama.cpp,core-text-17-v1,behavioral-v1,qwen3.8-flash-next:ud-iq3-xxs,dc7bed4ec0c32e0db749e93582a899ee9abbc6adef29c5bf20e587d7a7fa79ec,hellaswag_mini,Commonsense completion,commonsense,ok,pass,final_answer,1,1,,0.487,0,false,8,313d31f196a1b4aab33e17ae36542c10ac559f7062365a50137228f6b52a65b9,57.0,61.3,91383451648,69.938,94.0,1,FINAL: A,
